Product Name,Manufacturer,CPU manufacturer,CPU brand modifier,CPU generation,CPU Speed (GHz),RAM (GB),RAM Type,Bus (MHz),Storage (GB),Screen Size (inch),Screen Resolution,Refresh Rate (Hz),GPU manufacturer,Weight (kg),Battery,Price (VND),url,source,saved_path,detail_specs_html_path
"Laptop MSI Crosshair 16 HX AI D2XWGKG-034VN I Ultra 7-255HX, 16GB, 1TB, RTX 5070 8GB, 16 inch QHD+ 240Hz",msi,Intel,,7,2.40,16,DDR5,5600,1000,16.0,2560 x 1600,240,NVIDIA,2.5,90 Wh,51990000,https://laptopaz.vn/laptop-msi-crosshair-16-hx-ai-d2xwgkg-034vn-i-ultra-7-255hx-16gb-1tb-rtx-5070-8gb-16-inch-qhd-240hz.html,az,,
"Laptop ASUS ExpertBook P1 P1403CVA-C5H16-50W | Core 5 210H, 16GB, 512GB, Intel Graphics, 14 inch FHD",asus,Intel,,,2.20,16,DDR5,5200,512,14,1920 x 1080,60,Intel,1.40,50 Wh,23990000,https://laptopaz.vn/laptop-asus-expertbook-p1-p1403cva-c5h16-50w-core-5-210h-16gb-512gb-intel-graphics-14-inch-fhd.html,az,,
"Laptop ASUS ExpertBook P1 P1503CVA-C5H16-50W | Core 5 210H, 16GB, 512GB, Intel Graphics, 15.6 inch FHD",asus,Intel,,,2.20,16,DDR5,5200,512,15.6,1920 x 1080,60,Intel,1.68,50 Wh,23990000,https://laptopaz.vn/laptop-asus-expertbook-p1-p1503cva-c5h16-50w-core-5-210h-16gb-512gb-intel-graphics-15.6-inch-fhd.html,az,,
"Laptop Lenovo Legion Pro 7 FIFA World Cup 26 Edition 16IAX10H 83F500JGVN | Ultra 9 275HX, 32GB, 1TB, RTX 5070 Ti 12GB, 16inch WQXGA OLED 240Hz",lenovo,Intel,core ultra 9,9,5.4,32,DDR5,,1000,16,2560 x 1600,240,NVIDIA,2.57,80 Wh,94990000,https://laptopaz.vn/laptop-lenovo-legion-pro-7-fifa-world-cup-26-edition-16iax10h-83f500jgvn-ultra-9-275hx-32gb-1tb-rtx-5070-ti-12gb16inch-wqxga-oled-240hz.html,az,,
"Asus ExpertBook B3 B3405CCA-LY0080W | Ultra 7 255H,16GB, 512GB, Intel Arc Graphics, 14 inch WUXGA",asus,Intel,,7,2.00,16,DDR5,5600,512,14.0,1920 x 1200,60,Intel,1.42,50 Wh,26990000,https://laptopaz.vn/asus-expertbook-b3-b3405cca-ly0080w-ultra-7-255h16gb-512gb-intel-arc-graphics-14-inch-wuxga.html,az,,
"Laptop ASUS ROG Zephyrus GU605CR-QR107W | Intel Core Ultra 9 285H, 32GB, 1TB,  RTX 5070Ti ,16.0 inch WQXGA 240Hz",asus,Intel,core ultra 9,9,2.90,32,LPDDR5,7467,1000,16.0,2560 x 1600,240,NVIDIA,1.95,90 Wh,72990000,https://laptopaz.vn/laptop-asus-rog-zephyrus-gu605cr-qr107w-intel-core-ultra-9-285h-32gb-1tb-rtx-5070ti-16.0-inch-wqxga-240hz.html,az,,
"Lenovo ThinkPad X9-14 Gen 1 21QA006GVN | Ultra 5 228V, 32GB, 1TB, Intel Arc Graphics 130V, 14 inch WUXGA OLED, Win 11 Pro",lenovo,Intel,core ultra 5,5,4.5,32,LPDDR5,,1000,14,1920 x 1200,60,Intel,1.21,55 Wh,44390000,https://laptopaz.vn/lenovo-thinkpad-x9-14-gen-1-21qa006gvn-ultra-5-228v-32gb-1tb-intel-arc-graphics-130v-14-inch-wuxga-oled-win-11-pro.html,az,,
"Lenovo ThinkPad T14s Gen 6 21R10003VA | Ultra 7 255H, 32GB, 1TB, Intel Arc 140T, 14.0inch WUXGA, NoOS",lenovo,Intel,core ultra 7,7,5.1,32,LPDDR5,,1000,14,1920 x 1200,60,Intel,1.24,58 Wh,38790000,https://laptopaz.vn/lenovo-thinkpad-t14s-gen-6-21r10003va-ultra-7-255h-32gb-1tb-intel-arc-140t-14.0inch-wuxga-noos.html,az,,
"Laptop Lenovo ThinkPad T16 Gen 4 21QE000DVN | Ultra 7 255H, 32GB, 1TB, Intel Arc 140T GPU, 16 inch WUXGA, Windows 11 Pro",lenovo,Intel,core ultra 7,7,5.1,32,DDR5,,1000,16,1920 x 1200,,Intel,1.76,52.5 Wh,40990000,https://laptopaz.vn/laptop-lenovo-thinkpad-t16-gen-4-21qe000dvn-ultra-7-255h-32gb-1tb-intel-arc-140t-gpu-16-inch-wuxga-windows-11-pro.html,az,,
"Laptop MSI Cyborg 15 B2RWEKG-402VN | Core 5 210H, 16GB, 512GB, RTX 5050, 15.6 inch FHD 144Hz",msi,Intel,,,1.60,16,DDR5,5600,512,15.6,1920 x 1080,144,NVIDIA,1.95,55.2 Wh,51990000,https://laptopaz.vn/laptop-msi-cyborg-15-b2rwekg-402vn-core-5-210h-16gb-512gb-rtx-5050-15.6-inch-fhd-144hz.html,az,,
"Laptop Acer Gaming Nitro 16S AI ProPanel AN16S-61-R5F4 NH.QXFSV.001 | Ryzen AI 7 350, 16GB, 512GB, RTX 5060, 16 inch FHD+ IPS 180Hz 100% sRGB",acer,AMD,ryzen ai 7,7,2.00,16,DDR5,5600,4000,16,1920 x 1200,180,NVIDIA,2.18,76 Wh,52490000,https://laptopaz.vn/laptop-acer-gaming-nitro-16s-ai-propanel-an16s-61-r5f4-nh.qxfsv.001-ryzen-ai-7-350-16gb-512gb-rtx-5060-16-inch-fhd-ips-180hz-100-srgb.html,az,,
"Laptop Acer Gaming Nitro 16 AI ProPanel AN16S-61-R193 NH.QXTSV.001 | AMD Ryzen AI 9 365, 16GB, 512GB, RTX 5070 8 GB, 16 inch 2K+ 180Hz",acer,AMD,ryzen ai 9,9,5.0,16,DDR5,5600,4000,16,2560 x 1600,180,NVIDIA,2.18,76 Wh,52490000,https://laptopaz.vn/laptop-acer-gaming-nitro-16-ai-propanel-an16s-61-r193-nh.qxtsv.001-amd-ryzen-ai-9-365-16gb-512gb-rtx-5070-8-gb-16-inch-2k-180hz.html,az,,
"Laptop ASUS Vivobook 14 X1407CA-LY008W | Intel Core Ultra 5 225H, 16GB, 512GB, Intel Graphics, 14.0 inch WUXGA",asus,Intel,core ultra 5,5,1.7,16,DDR5,,512,14,1920 x 1200,60,Intel,1.4,42 Wh,23990000,https://laptopaz.vn/laptop-asus-vivobook-14-x1407ca-ly008w-intel-core-ultra-5-225h-16gb-512gb-intel-graphics-14.0-inch-wuxga.html,az,,
"Laptop Asus Vivobook 16 A1607QA-MB067WS | Snapdragon X X1 26 100, 16GB, 512GB, Qualcomm Adreno™ GPU, 16inch WUXGA, Office",asus,Qualcomm,snapdragon x,,2.97,16,LPDDR5,,512,16,1920 x 1200,60,,1.88,50 Wh,23990000,https://laptopaz.vn/laptop-asus-vivobook-16-a1607qa-mb067ws-snapdragon-x-x1-26-100-16gb-512gb-qualcomm-adreno-gpu-16inch-wuxga-office.html,az,,
"Laptop Asus Vivobook S16 S3607QA-SH040WS | Snapdragon X X1 26 100, 16GB, 512GB, Qualcomm Adreno, 16 inch FHD OLED, Office",asus,Qualcomm,snapdragon x,,2.97,16,LPDDR5,,512,16.0,1920 x 1200,60,,1.35,70 Wh,23990000,https://laptopaz.vn/laptop-asus-vivobook-s16-s3607qa-sh040ws-snapdragon-x-x1-26-100-16gb-512gb-qualcomm-adreno-16-inch-fhd-oled-office.html,az,,
"Laptop Asus Vivobook S14 S3407QA-SF043WS | Snapdragon X X1 26 100, 16GB, 512GB, Qualcomm Adreno, 14 inch FHD OLED, Office",asus,Qualcomm,snapdragon x,,2.97,16,LPDDR5,,512,14,1920 x 1200,60,,1.35,70 Wh,23990000,https://laptopaz.vn/laptop-asus-vivobook-s14-s3407qa-sf043ws-snapdragon-x-x1-26-100-16gb-512gb-qualcomm-adreno-14-inch-fhd-oled-office.html,az,,
"Laptop HP OMEN 16-ap0121AX BX9M2PA | Ryzen  AI 7 350, 16GB, 512GB, RTX 5060 8GB, 16inch 2K 165Hz",hp,AMD,ryzen  ai 7,7,2.0,16,DDR5,5600,512,16,1920 x 1200,165,NVIDIA,2.43,83 Wh,44790000,https://laptopaz.vn/laptop-hp-omen-16-ap0121ax-bx9m2pa-ryzen-ai-7-350-16gb-512gb-rtx-5060-8gb-16inch-2k-165hz.html,az,,
"Laptop ASUS TUF Gaming A16 FA608UH-RV106W | Ryzen 7 260, 16GB, 512GB, RTX 5050, 16 inch FHD+ 165Hz",asus,AMD,ryzen 7,7,3.8,16,DDR5,,512,16,1920 x 1200,165,NVIDIA,2.2,90 Wh,62990000,https://laptopaz.vn/laptop-asus-tuf-gaming-a16-fa608uh-rv106w-ryzen-7-260-16gb-512gb-rtx-5050-16-inch-fhd-165hz.html,az,,
"Laptop ASUS Vivobook S 16 S5606CA-RI171WS | Core Ultra 7 255H, 16GB, 512GB, Intel Arc, 16 inch 3K OLED, Office",asus,Intel,core ultra 7,7,5.10,16,LPDDR5,,512,16.0,2880 x 1800,120,Intel,1.50,75 Wh,28990000,https://laptopaz.vn/laptop-asus-vivobook-s-16-s5606ca-ri171ws-core-ultra-7-255h-16gb-512gb-intel-arc-16-inch-3k-oled-office.html,az,,
"Laptop Asus ZenBook Duo UX8406CA-PZ109WS | Core Ultra 9 285H, 32GB, 1 TB, 14 inch 3K OLED, Cảm ứng, Office",asus,Intel,core ultra 9,9,2.9,32,LPDDR5,,1000,14.0,2880 x 1800,120,Intel,1.65,75 Wh,56490000,https://laptopaz.vn/laptop-asus-zenbook-duo-ux8406ca-pz109ws-core-ultra-9-285h-32gb-1-tb-14-inch-3k-oled-cam-ung-office.html,az,,
"Laptop ASUS TUF Gaming A14 FA401KM-RG010WS | Ryzen AI 7 350, 32GB, 1TB, RTX 5060 8GB, 14inch 2.5K 165Hz, Office",asus,AMD,ryzen ai 7,7,2.00,32,LPDDR5,7500,1000,14,2560 x 1600,165,NVIDIA,1.46,73 Wh,59990000,https://laptopaz.vn/laptop-asus-tuf-gaming-a14-fa401km-rg010ws-ryzen-ai-7-350-32gb-1tb-rtx-5060-8gb-14inch-2.5k-165hz-office.html,az,,
"Laptop ASUS TUF Gaming A14 FA401WV-RG062WS | Ryzen AI 9 HX 370, 16GB, 1TB, RTX 4060 8GB, 14inch 2.5K 165Hz, Office",asus,AMD,ryzen ai 9,9,2.00,16,LPDDR5,7500,1000,14,2560 x 1600,165,NVIDIA,1.46,73 Wh,59990000,https://laptopaz.vn/laptop-asus-tuf-gaming-a14-fa401wv-rg062ws-ryzen-ai-9-hx-370-16gb-1tb-rtx-4060-8gb-14inch-2.5k-165hz-office.html,az,,
"Laptop ASUS TUF Gaming F16 FX608JH-RV131W | Core i5-13450HX, 32GB, 512GB, RTX 5050 8GB, 16inch WUXGA 165Hz",asus,Intel,i5-13450hx,13,4.60,32,DDR5,5600,512,16,1920 x 1200,165,NVIDIA,2.2,90 Wh,59990000,https://laptopaz.vn/laptop-asus-tuf-gaming-f16-fx608jh-rv131w-core-i5-13450hx-32gb-512gb-rtx-5050-8gb-16inch-wuxga-165hz.html,az,,
"Asus Gaming V16 V3607VU-RP343W | Core 5 210H, 16GB, 512GB, RTX 4050 6GB, 16 icnh WUXGA",asus,Intel,,,2.2,16,DDR5,,512,16,1920 x 1200,144,NVIDIA,1.95,63 Wh,62990000,https://laptopaz.vn/asus-gaming-v16-v3607vu-rp343w-core-5-210h-16gb-512gb-rtx-4050-6gb-16-icnh-wuxga.html,az,,
"Asus Zenbook A14 UX3407QA-QD299WS | Snapdragon® X X1 26 100, 16GB, 512GB, 14 inch WUXGA OLED",asus,Qualcomm,,,2.97,16,LPDDR5,8448,512,14,1920 x 1200,60,,0.98,70 Wh,48990000,https://laptopaz.vn/asus-zenbook-a14-ux3407qa-qd299ws-snapdragon-x-x1-26-100-16gb-512gb-14-inch-wuxga-oled.html,az,,
"Laptop Acer Aspire Lite 15 AL15-42P-R08M NX.D3QSV.001 | Ryzen 7-7730U, 16GB, 512GB, AMD Radeon Graphics, 15.6 inch FHD, Office",acer,AMD,ryzen 7,7,2.00,16,DDR4,3200,2000,15.6,1920 x 1080,60,AMD,1.7,58 Wh,17290000,https://laptopaz.vn/laptop-acer-aspire-lite-15-al15-42p-r08m-nx.d3qsv.001-ryzen-7-7730u-16gb-512gb-amd-radeon-graphics-15.6-inch-fhd-office.html,az,,
"Laptop Asus Vivobook Go 15 E1504FA-BQ1150W |  Ryzen 5 7520U, 16GB, 512GB, AMD Radeon, 15.6 inch FHD",asus,AMD,ryzen 5,5,4.3,16,LPDDR5,,512,15.6,1920 x 1080,60,AMD,1.63,42 Wh,23990000,https://laptopaz.vn/laptop-asus-vivobook-go-15-e1504fa-bq1150w-ryzen-5-7520u-16gb-512gb-amd-radeon-15.6-inch-fhd.html,az,,
"Laptop Gaming MSI Sword 16 HX B14VFKG-045VN | Intel Core i7-14700HX, 16GB, 1TB, RTX 4060, 16 inch QHD+ 240Hz",msi,Intel,i7-14700hx,14,2.10,16,DDR5,5600,1000,16,2560 x 1600,240,NVIDIA,2.3,65 Wh,51990000,https://laptopaz.vn/laptop-gaming-msi-sword-16-hx-b14vfkg-045vn-intel-core-i7-14700hx-16gb-1tb-rtx-4060-16-inch-qhd-240hz.html,az,,
"Lenovo IdeaPad Slim 3 14IRH10 83K00009VN | Core i7-13620H, 24GB, 512GB, Intel UHD Graphics, 14 inch WUXGA",lenovo,Intel,i7-13620h,13,4.90,24,DDR5,,512,14.0,,,Intel,1.43,60 Wh,28990000,https://laptopaz.vn/lenovo-ideapad-slim-3-14irh10-83k00009vn-core-i7-13620h-24gb-512gb-intel-uhd-graphics-14-inch-wuxga.html,az,,
"[Review] Lecoo Fighter 7000 2025 | Core i7-14650HX, 16GB, 1TB, RTX 5060 8GB, 16 inch 2K+ 180Hz",,Intel,i7-14650hx,14,5.2,16,DDR5,5600,1000,16,2560 x 1600,180,NVIDIA,2.3,80 Wh,28890000,https://laptopaz.vn/review-lecoo-fighter-7000-2025-core-i7-14650hx-16gb-1tb-rtx-5060-8gb-16-inch-2k-180hz.html,az,,
"Laptop Acer Gaming Nitro V 16S AI ProPanel ANV16S-71-75LR NH.QXCSV.002| Intel Core 7 240H, 32GB, 512GB, RTX 5050 8GB, 16.0 inch 2K+, IPS, 180Hz, Đen",acer,Intel,,,1.80,32,DDR5,5600,4000,16,2560 x 1600,180,NVIDIA,2.1,76 Wh,52490000,https://laptopaz.vn/laptop-acer-gaming-nitro-v-16s-ai-propanel-anv16s-71-75lr-nh.qxcsv.002-intel-core-7-240h-32gb-512gb-rtx-5050-8gb-16.0-inch-2k-ips-180hz-den.html,az,,
"Dell Inspiron 3530 NKFV | Core i5-1334U, 8GB, 512GB, Intel Iris Xe Graphics, 15.6 inch FHD, Cảm ứng",dell,Intel,i5-1334u,13,4.60,8,DDR4,2666,512,15.6,1920 x 1080,,Intel,1.65,41 Wh,65990000,https://laptopaz.vn/dell-inspiron-3530-nkfv-core-i5-1334u-8gb-512gb-intel-iris-xe-graphics-15.6-inch-fhd-cam-ung.html,az,,
"Laptop Dell Pro 14 Essential PV14250 PV14250-150U-161TBW | Core 7 150U, 16GB, 1TB , Intel Graphics, 14 inch FHD+",dell,Intel,,,1.80,16,DDR5,5200,1000,14,1920 x 1200,60,Intel,1.56,54 Wh,29990000,https://laptopaz.vn/laptop-dell-pro-14-essential-pv14250-pv14250-150u-161tbw-core-7-150u-16gb-1tb-intel-graphics-14-inch-fhd.html,az,,
"Laptop HP OmniBook 7 14-fr0027TU C1MN1PA | Ultra 7 255U, 16GB, 512GB, 14 inch 2K, Office",hp,Intel,,7,2.00,16,LPDDR5,5200,512,14,1920 x 1200,,Intel,1.41,68 Wh,31790000,https://laptopaz.vn/laptop-hp-omnibook-7-14-fr0027tu-c1mn1pa-ultra-7-255u-16gb-512gb-14-inch-2k-office.html,az,,
"Lenovo LOQ Essential 15ARP10E 83S0006QVN | Ryzen 7- 7735HS, 16GB, 512GB, RTX 3050 6GB, 15.6' inch FHD 144Hz",lenovo,AMD,ryzen 7,7,4.75,16,DDR5,,512,15.6,1920 x 1080,144,NVIDIA,1.8,57.5 Wh,36090000,https://laptopaz.vn/lenovo-loq-essential-15arp10e-83s0006qvn-ryzen-7-7735hs-16gb-512gb-rtx-3050-6gb-15.6-inch-fhd-144hz.html,az,,
"Laptop Lenovo Yoga 9 2in1 14ILL10 83LC002LVN  | Intel Core Ultra 7 258V, 32GB, 1TB, Arc Graphics 140V ,14 inch, 4K 60Hz, Office",lenovo,Intel,core ultra 7,7,4.8,32,LPDDR5,,1000,14,3840 x 2400,60,Intel,1.32,75 Wh,53190000,https://laptopaz.vn/laptop-lenovo-yoga-9-2in1-14ill10-83lc002lvn-intel-core-ultra-7-258v-32gb-1tb-arc-graphics-130v-14-inch-4k-60hz-office.html,az,,
"Laptop ASUS ROG Strix G18 G815LP-S9102W | Core Ultra 9 275HX, 32GB, 1TB, RTX 5070 8GB, 18 inch 2.5K 240Hz",asus,Intel,core ultra 9,9,5.40,32,DDR5,,1000,18,2560 x 1600,240,NVIDIA,3.2,90 Wh,62990000,https://laptopaz.vn/laptop-asus-rog-strix-g18-g815lp-s9102w-core-ultra-9-275hx-32gb-1tb-rtx-5070-8gb-18-inch-2.5k-240hz.html,az,,
"Laptop ASUS ROG Strix G18 G815LM-S9088W | Core Ultra 9 275HX, 32GB, 1TB, RTX 5060 8GB, 18 inch 2.5K 240Hz",asus,Intel,core ultra 9,9,5.40,32,DDR5,,1000,18,2560 x 1600,240,NVIDIA,3.2,90 Wh,62990000,https://laptopaz.vn/laptop-asus-rog-strix-g18-g815lm-s9088w-core-ultra-9-275hx-32gb-1tb-rtx-5060-8gb-18-inch-2.5k-240hz.html,az,,
"Asus Vivobook S14 S3407VA- LY146W | Core 5 210H, 16GB, 512GB, Intel UHD Graphics, 14.0 Inch FHD+",asus,Intel,,,2.20,8,DDR5,,512,14.0,1920 x 1200,60,Intel,1.40,70 Wh,23990000,https://laptopaz.vn/asus-vivobook-s14-s3407va-ly146w-core-5-210h-16gb-512gb-intel-uhd-graphics-14.0-inch-fhd.html,az,,
"Laptop Gigabyte GAMING A16 CMHI2VN893SH | Intel Core i7-13620H, 16GB, 512GB,  RTX 4050 6GB, 16 inch WUXGA 165Hz",gigabyte,Intel,i7-13620h,13,4.9,16,DDR5,5200,1000,16,1920 x 1200,165,NVIDIA,2.2,76 Wh,39990000,https://laptopaz.vn/laptop-gigabyte-gaming-a16-cmhi2vn893sh-intel-core-i7-13620h-16gb-512gb-rtx-4050-6gb-16-inch-wuxga-165hz.html,az,,
"Lenovo IdeaPad Slim 3 14 ARP10 83K6005UVN | Ryzen 5-7535HS, 24GB, 512GB, AMD Radeon 660M Graphics, 14' Inch FHD+",lenovo,AMD,ryzen 5,5,4.55,8,DDR5,,512,14,1920 x 1200,,AMD,1.39,50 Wh,28990000,https://laptopaz.vn/lenovo-ideapad-slim-3-14-arp10-83k6005uvn-ryzen-5-7535hs-24gb-512gb-amd-radeon-660m-graphics-14-inch-fhd.html,az,,
"Asus Zenbook 14 UM3406KA-PZ188WS | Ultra 7 255H, 32GB, 1TB, Intel Arc Graphics, 14 Inch 3K OLED 120Hz, Touch, Pen, Office",asus,Intel,m3,7,2.0,32,LPDDR5,,1000,14.0,2880 x 1800,120,Intel,1.28,75 Wh,48990000,https://laptopaz.vn/asus-zenbook-14-um3406ka-pz188ws-ultra-7-255h-32gb-1tb-intel-arc-graphics-14-inch-3k-oled-120hz.html,az,,
"Lenovo Yoga Slim 7 14ILL10 83JX0086VN | Core Ultra 5 226V, 16GB, 512GB, Arc Graphics 130V, 14 inch, 2.8K OLED 120Hz",lenovo,Intel,core ultra 5,5,4.5,16,LPDDR5,,512,14,2880 x 1800,120,Intel,1.19,70 Wh,29990000,https://laptopaz.vn/lenovo-yoga-slim-7-14ill10-83jx0086vn-core-ultra-5-226v-16gb-512gb-arc-graphics-130v-14-inch-2.8k-oled-120hz.html,az,,
"Lenovo IdeaPad Slim 3 15IRH10 83K1000GVN | Intel Core i5-13420H, 24GB, 512GB, Intel UHD, 15.3 Inch FHD+",lenovo,Intel,i5-13420h,13,4.6,8,DDR5,,512,15.3,1920 x 1200,60,Intel,1.63,60 Wh,28990000,https://laptopaz.vn/lenovo-ideapad-slim-3-15irh10-83k1000gvn-intel-core-i5-13420h-24gb-512gb-intel-uhd-15.3-inch-fhd.html,az,,
"Acer Predator Helios Neo 16 AI PHN16-73-757W NH.QVQSV.001 | Ultra 7 255HX, 32GB, 1TB, RTX 5060 8GB, 16 icnh 2K+ 240Hz",acer,Intel,,7,2.40,32,DDR5,6400,1000,16,2560 x 1600,240,NVIDIA,2.7,90 Wh,64890000,https://laptopaz.vn/acer-predator-helios-neo-16-ai-phn16-73-757w-nh.qvqsv.001-ultra-7-255hx-32gb-1tb-rtx-5060-8gb-16-icnh-2k-240hz.html,az,,
"Lenovo Thinkpad X1 Carbon Gen 13 Aura Edition 21NSCTO1WW |  Ultra 7-258V, 32GB, 1TB, 14 Inch 2.8K OLED 120Hz",lenovo,Intel,,7,4.8,32,LPDDR5,,1000,4,2880 x 1800,120,Intel,0.986,57 Wh,52890000,https://laptopaz.vn/lenovo-thinkpad-x1-carbon-gen-13-aura-edition-21nscto1ww-ultra-7-258v-32gb-1tb-14-inch-2.8k-oled-120hz.html,az,,
"Lenovo Yoga Slim 7 14IMH9 83CV00DKVN | Core Ultra 7 155H, 32GB, 1TB, Intel® Arc Graphics, 14 inch FHD+ OLED",lenovo,Intel,core ultra 7,7,4.8,32,LPDDR5,,1000,14,1920 x 1200,60,Intel,1.39,65 Wh,31690000,https://laptopaz.vn/lenovo-yoga-slim-7-14imh9-83cv00dkvn-core-ultra-7-155h-32gb-1tb-intel-arc-graphics-14-inch-fhd-oled.html,az,,
"Lenovo Yoga Slim 7 14IMH9 83CV00D8VN | Core Ultra 5 125H, 16GB, 1TB, 14 inch FHD+ OLED",lenovo,Intel,core ultra 5,5,4.5,16,LPDDR5,,1000,14,1920 x 1200,60,Intel,1.39,65 Wh,28990000,https://laptopaz.vn/lenovo-yoga-slim-7-14imh9-83cv00d8vn-core-ultra-5-125h-16gb-1tb-14-inch-fhd-oled.html,az,,
"Dell 15 DC15250-DC5I7748W1 | Intel i7-1355U, 16GB, 512GB, 15.6 inch FHD",dell,Intel,i7-1355u,13,5.0,16,DDR4,3200,512,15.6,1920 x 1080,60,Intel,1.65,41 Wh,21490000,https://laptopaz.vn/dell-15-dc15250-dc5i7748w1-intel-i7-1355u-16gb-512gb-15.6-fhd.html,az,,
"Laptop MSI Prestige 13 AI Evo A1MG 241VN | Ultra 5 125H, 16GB, 512GB, Intel Iris Xe Graphics, 13.3inch 2.8K OLED, Trắng",msi,Intel,core ultra 5,5,1.20,16,LPDDR5,6400,512,13.3,2880 x 1800,,Intel,0.99,75 Wh,51990000,https://laptopaz.vn/laptop-msi-prestige-13-ai-evo-a1mg-241vn-ultra-5-125h-16gb-512gb-intel-iris-xe-graphics-13.3inch-2.8k-oled-trang.html,az,,
"Asus Vivobook S14 S3407VA-LY053W | Core i7-13620H, 16GB, 512GB,  Intel UHD Graphics,14 inch FHD",asus,Intel,i7-13620h,13,2.4,16,DDR5,,512,14,1920 x 1200,60,Intel,1.40,70 Wh,23990000,https://laptopaz.vn/asus-vivobook-s14-s3407va-ly053w-core-i7-13620h-16gb-512gb-intel-uhd-graphics14inch-fhd.html,az,,
"Dell 15 DC15250-i5U165W11SLU-5  | Intel i5-1334U, 16GB, 512GB, 15.6'' FHD+ 120Hz, Office",dell,Intel,i5-1334u,13,,16,DDR4,2666,512,15.6,1920 x 1080,120,Intel,1.9,41 Wh,20390000,https://laptopaz.vn/dell-15-dc15250-i5u165w11slu-intel-i5-1334u-16gb-512gb-15.6-fhd-120hz.html,az,,
"Lecoo Fighter 7000 2025 | Core i7-14650HX, 16GB, 1TB, RTX 5060 8GB, 16 inch 2K+ 180Hz",,Intel,i7-14650hx,14,5.2,16,DDR5,5600,1000,16,2560 x 1600,180,NVIDIA,2.3,80 Wh,29890000,https://laptopaz.vn/lecoo-fighter-7000-2025-core-i7-14650hx-16gb-1tb-rtx-5060-8gb-16-inch-2k-180hz.html,az,,
"Asus Vivobook 14 X1405VA-LY623W | Core i5-13420H, 16GB, 512GB, Intel UHD Graphics, 14.0 icnh FHD+",asus,Intel,i5-13420h,13,2.1,16,DDR4,3200,512,,1920 x 1200,60,Intel,1.60,42 Wh,23990000,https://laptopaz.vn/asus-vivobook-14-x1405va-ly623w-core-i5-13420h-16gb-512gb-intel-uhd-graphics-14.0-icnh-fhd.html,az,,
"Asus TUF Gaming F16 FX608JPR-RV044W | Core i7 14650HX, 16GB, 1TB, RTX 5070 8GB, 16'' FHD+, Xám",asus,Intel,core i7,,2.2,16,DDR5,,1000,16,1920 x 1200,165,NVIDIA,2.27,90 Wh,59990000,https://laptopaz.vn/asus-tuf-gaming-f16-fx608jpr-rv044w-core-i7-14650hx-16gb-1tb-rtx-5070-8gb-16-fhd-xam.html,az,,
"Asus TUF Gaming F16 FX608JHR-RV037W | Core i7 14650HX, 16GB, 1TB, RTX 5050 8GB, 16'' FHD+ 165Hz",asus,Intel,core i7,,2.2,16,DDR5,,1000,16,1920 x 1200,165,NVIDIA,2.2,90 Wh,59990000,https://laptopaz.vn/asus-tuf-gaming-f16-fx608jhr-rv037w-core-i7-14650hx-16gb-1tb-rtx-5050-8gb-16-fhd-165hz.html,az,,
"Asus Gaming V16 V3607VM-RP044W | Core 7 240H, 16GB, 1TB, RTX 5060 8GB, 16.0'' FHD+ 144Hz",asus,Intel,,,5.20,16,DDR5,,1000,16.0,1920 x 1200,144,NVIDIA,1.95,63 Wh,62990000,https://laptopaz.vn/asus-gaming-v16-v3607vm-rp044w-core-7-240h-16gb-1tb-rtx-5060-8gb-16.0-fhd-144hz.html,az,,
"Asus Gaming V16 V3607VH-RP024W | Core 5 210H, 16GB, 512GB, RTX 5050 8GB, 16.0'' FHD+144Hz",asus,Intel,,,2.2,16,DDR5,,512,16.0,1920 x 1200,144,NVIDIA,1.95,63 Wh,62990000,https://laptopaz.vn/asus-gaming-v16-v3607vh-rp024w-core-5-210h-16gb-512gb-rtx-5050-8gb-16.0-fhd144hz.html,az,,
"Laptop Gaming HP Victus 15-fa2731TX B85LNPA | Core i5-13420H, 16GB, 512GB, RTX 3050 6GB, 15.6'' FHD 144Hz",hp,Intel,i5-13420h,13,4.6,16,DDR4,3200,512,15.6,1920 x 1080,144,NVIDIA,2.29,52.5 Wh,43990000,https://laptopaz.vn/laptop-gaming-hp-victus-15-fa2731tx-b85lnpa-core-i5-13420h-16gb-512gb-rtx-3050-6gb-15.6-fhd-144hz.html,az,,
"Asus ExpertBook P1 P1503CVA-i716-63WS | Core i7-13620H, 16GB, 512GB, Intel UHD Graphics, 15.6'' FHD",asus,Intel,i7-13620h,13,2.4,16,DDR5,,512,15.6,1920 x 1080,,Intel,1.65,63 Wh,23990000,https://laptopaz.vn/asus-expertbook-p1-p1503cva-i716-63ws-core-i7-13620h-16gb-512gb-intel-uhd-graphics-15.6-fhd.html,az,,
"Asus ExpertBook P1 P1403CVA-i308256-50W | Core i3-1315U, 8GB, 256GB, Intel UHD Graphics, 14.0'' FHD",asus,Intel,i3-1315u,13,1.2,8,DDR5,,256,14.0,1920 x 1080,,Intel,1.40,50 Wh,23990000,https://laptopaz.vn/asus-expertbook-p1-p1403cva-i308256-50w-core-i3-1315u-8gb-256gb-intel-uhd-graphics-14.0-fhd.html,az,,
